player_id,player_name,team_id,team_name,competition_id,season_id,role,minutes,metric,latent_dimension,raw_metric_value,selected_normalization,normalized_metric_value,oriented_metric_score,percentile_rank,role_benchmark_band,direction
138998,Abdellah Khafifi,2349,Raja Casablanca,1229,318,CB,1950.3999,interceptions_90,CB_D4,1.2920427,log_transform,67.59143980291627,67.59143980291627,84.61538461538461,Good,higher_is_better
67700,Badr Banoun,2349,Raja Casablanca,1229,318,CB,1769.8834,interceptions_90,CB_D4,0.9661653,log_transform,43.44826801872203,43.44826801872203,53.84615384615385,Average,higher_is_better
138918,Marwan Louadni,2838,FAR Rabat,1229,318,CB,1607.0668,interceptions_90,CB_D4,1.8480874,log_transform,100.0,100.0,100.0,Excellent,higher_is_better
314452,Zouhair Marour,36100,US Yacoub El Mansour,1229,318,CB,2187.6167,interceptions_90,CB_D4,1.1930792,log_transform,60.76514235068131,60.76514235068131,76.92307692307693,Average,higher_is_better
314466,Mohamed Saoud,2839,Ittihad Tanger,1229,318,CB,2195.433,interceptions_90,CB_D4,0.90187216,log_transform,38.043947525456026,38.043947525456026,46.15384615384615,Average,higher_is_better
442093,Yassine Fatine,2365,Difaâ El Jadida,1229,318,CB,1008.3,interceptions_90,CB_D4,0.9818507,log_transform,44.73018534838388,44.73018534838388,57.692307692307686,Average,higher_is_better
202502,Soulaimane El Amrani,6992,Hassania Agadir,1229,318,CB,1117.3333,interceptions_90,CB_D4,0.88603824,log_transform,36.67430155164273,36.67430155164273,42.30769230769231,Average,higher_is_better
409303,Faraji Karmoune,6989,Olympic Safi,1229,318,CB,1912.9167,interceptions_90,CB_D4,1.3644085,log_transform,72.3454721765566,72.3454721765566,92.3076923076923,Good,higher_is_better
157113,Badr Gaddarine,2839,Ittihad Tanger,1229,318,CB,1892.25,interceptions_90,CB_D4,1.0939357,log_transform,53.50802886515944,53.50802886515944,69.23076923076923,Average,higher_is_better
139023,Amine Aboulfath,6994,Wydad Casablanca,1229,318,CB,1608.4166,interceptions_90,CB_D4,0.78337914,log_transform,27.38833398418648,27.38833398418648,38.46153846153847,Average,higher_is_better
313283,Tahar Ahmed Madeira El Khalej,11935,UTS Rabat,1229,318,CB,1015.96655,interceptions_90,CB_D4,0.6200991,log_transform,10.934210905323265,10.934210905323265,11.538461538461538,Very Poor,higher_is_better
131244,Ismaël Kandouss,2762,RSB Berkane,1229,318,CB,2149.25,interceptions_90,CB_D4,0.7537513,log_transform,24.56730533358632,24.56730533358632,30.76923076923077,Poor,higher_is_better
419744,Driss El Jabali,6995,Maghreb Fès,1229,318,CB,1346.0168,interceptions_90,CB_D4,1.337279,log_transform,70.58547757846523,70.58547757846523,88.46153846153845,Good,higher_is_better
338916,Johnstone Omurwa,36099,KAC Marrakech,1229,318,CB,1145.9666,interceptions_90,CB_D4,1.1780449,log_transform,59.69283277405864,59.69283277405864,73.07692307692307,Average,higher_is_better
363239,Bilal Soufi,18552,Renaissance Zemamra,1229,318,CB,1606.9667,interceptions_90,CB_D4,0.6720737,log_transform,16.423639752351107,16.423639752351107,19.230769230769234,Poor,higher_is_better
138958,Mouad Bahsain,6992,Hassania Agadir,1229,318,CB,1506.3167,interceptions_90,CB_D4,0.5377355,log_transform,1.6785114942531636,1.6785114942531636,7.6923076923076925,Very Poor,higher_is_better
