role,player_id,sensitivity_type,removed_entity,score_variation,abs_score_variation
FB,138927,remove_dimension,FB_D5,-2.4645073804865447,2.4645073804865447
FB,138945,remove_dimension,FB_D5,-4.438327691909475,4.438327691909475
FB,138949,remove_dimension,FB_D5,-3.5539651094395666,3.5539651094395666
FB,138956,remove_dimension,FB_D5,-2.6271467844079694,2.6271467844079694
FB,139560,remove_dimension,FB_D5,-6.026576591596793,6.026576591596793
FB,140876,remove_dimension,FB_D5,-1.4002181075553537,1.4002181075553537
FB,142789,remove_dimension,FB_D5,-9.258545791009325,9.258545791009325
FB,152015,remove_dimension,FB_D5,-2.1460731569534914,2.1460731569534914
FB,178342,remove_dimension,FB_D5,2.7055263414966504,2.7055263414966504
FB,261620,remove_dimension,FB_D5,1.5078636160667642,1.5078636160667642
FB,313287,remove_dimension,FB_D5,-3.037424475795355,3.037424475795355
FB,314451,remove_dimension,FB_D5,2.225674127028306,2.225674127028306
FB,337496,remove_dimension,FB_D5,4.1165329633946826,4.1165329633946826
FB,339278,remove_dimension,FB_D5,-1.201286533184991,1.201286533184991
FB,406864,remove_dimension,FB_D5,7.316949771957766,7.316949771957766
FB,442100,remove_dimension,FB_D5,-6.269901804339426,6.269901804339426
FB,442286,remove_dimension,FB_D5,-1.1617469100792093,1.1617469100792093
FB,522352,remove_dimension,FB_D5,0.790218458506672,0.790218458506672
FB,523293,remove_dimension,FB_D5,0.7622747821830131,0.7622747821830131
FB,523318,remove_dimension,FB_D5,0.9165254551588262,0.9165254551588262
FB,81364,remove_dimension,FB_D5,0.7587838156493376,0.7587838156493376
FB,135851,remove_dimension,FB_D6,-7.209475491342403,7.209475491342403
FB,138910,remove_dimension,FB_D6,5.699654996060488,5.699654996060488
FB,138927,remove_dimension,FB_D6,11.945736662895655,11.945736662895655
FB,138945,remove_dimension,FB_D6,6.700974576850051,6.700974576850051
FB,138949,remove_dimension,FB_D6,2.9107995756154708,2.9107995756154708
FB,138956,remove_dimension,FB_D6,-2.195422051142053,2.195422051142053
FB,139560,remove_dimension,FB_D6,-0.44037625431160166,0.44037625431160166
FB,140876,remove_dimension,FB_D6,3.3837209756793456,3.3837209756793456
FB,142789,remove_dimension,FB_D6,5.230987439033662,5.230987439033662
FB,152015,remove_dimension,FB_D6,4.064858100776718,4.064858100776718
FB,178342,remove_dimension,FB_D6,-0.5260771256179666,0.5260771256179666
FB,261620,remove_dimension,FB_D6,4.41845152082081,4.41845152082081
FB,313287,remove_dimension,FB_D6,-1.839886970637238,1.839886970637238
FB,314451,remove_dimension,FB_D6,-4.797116585133509,4.797116585133509
FB,337496,remove_dimension,FB_D6,-6.369599918800127,6.369599918800127
FB,339278,remove_dimension,FB_D6,3.233043484165215,3.233043484165215
FB,406864,remove_dimension,FB_D6,-11.745233532493295,11.745233532493295
FB,442100,remove_dimension,FB_D6,5.837119354714119,5.837119354714119
FB,442286,remove_dimension,FB_D6,-2.343748868847804,2.343748868847804
FB,522352,remove_dimension,FB_D6,-3.889378106610515,3.889378106610515
FB,523293,remove_dimension,FB_D6,8.805779580937596,8.805779580937596
FB,523318,remove_dimension,FB_D6,-3.4431779769532866,3.4431779769532866
FB,81364,remove_dimension,FB_D6,1.5982056694069797,1.5982056694069797
FB,135851,remove_dimension,FB_D7,-4.621771572020805,4.621771572020805
FB,138910,remove_dimension,FB_D7,-3.831583814117238,3.831583814117238
FB,138927,remove_dimension,FB_D7,1.15076687875073,1.15076687875073
FB,138945,remove_dimension,FB_D7,0.1963993873862364,0.1963993873862364
FB,138949,remove_dimension,FB_D7,-4.835730750856442,4.835730750856442
FB,138956,remove_dimension,FB_D7,0.7022448964524486,0.7022448964524486
FB,139560,remove_dimension,FB_D7,-4.394277336921547,4.394277336921547
FB,140876,remove_dimension,FB_D7,0.45855466810547085,0.45855466810547085
FB,142789,remove_dimension,FB_D7,-5.947362713545928,5.947362713545928
FB,152015,remove_dimension,FB_D7,-1.4275305397537892,1.4275305397537892
FB,178342,remove_dimension,FB_D7,-3.5006152109339226,3.5006152109339226
FB,261620,remove_dimension,FB_D7,-3.526319390900376,3.526319390900376
FB,313287,remove_dimension,FB_D7,1.4620663978085204,1.4620663978085204
FB,314451,remove_dimension,FB_D7,0.9559869225675328,0.9559869225675328
FB,337496,remove_dimension,FB_D7,7.582675832217845,7.582675832217845
FB,339278,remove_dimension,FB_D7,2.0995208342056486,2.0995208342056486
FB,406864,remove_dimension,FB_D7,-3.9345519146801777,3.9345519146801777
FB,442100,remove_dimension,FB_D7,-1.7843945723909727,1.7843945723909727
FB,442286,remove_dimension,FB_D7,-1.2697803167524953,1.2697803167524953
FB,522352,remove_dimension,FB_D7,1.3236635107373402,1.3236635107373402
FB,523293,remove_dimension,FB_D7,-1.1903229652202327,1.1903229652202327
FB,523318,remove_dimension,FB_D7,0.45759767596457834,0.45759767596457834
FB,81364,remove_dimension,FB_D7,1.2216011485460285,1.2216011485460285
FB,139560,remove_metric_proxy,obv_dribble_carry_90,-0.33571466916433224,0.33571466916433224
FB,138949,remove_metric_proxy,obv_dribble_carry_90,0.527551622972517,0.527551622972517
FB,523318,remove_metric_proxy,obv_dribble_carry_90,0.33571466916433224,0.33571466916433224
FB,406864,remove_metric_proxy,obv_dribble_carry_90,1.0071440074929896,1.0071440074929896
FB,442286,remove_metric_proxy,obv_dribble_carry_90,0.9112255305888937,0.9112255305888937
FB,523293,remove_metric_proxy,obv_dribble_carry_90,0.2397961922602363,0.2397961922602363
FB,135851,remove_metric_proxy,obv_dribble_carry_90,0.43163314606842107,0.43163314606842107
FB,152015,remove_metric_proxy,obv_dribble_carry_90,0.04795923845204442,0.04795923845204442
FB,313287,remove_metric_proxy,obv_dribble_carry_90,0.7193885767807018,0.7193885767807018
FB,138956,remove_metric_proxy,obv_dribble_carry_90,-0.527551622972517,0.527551622972517
FB,138927,remove_metric_proxy,obv_dribble_carry_90,-1.1030624843970784,1.1030624843970784
