source_path,dataset_guess,file_type,file_count,row_count_if_readable,size_mb,modified_at,competition_count_if_detectable,season_count_if_detectable,match_count_if_detectable,columns,status
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=16.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.614308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1608.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.586308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=177.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.612308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=179.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.583308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1808.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.645308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1810.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.644308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=194.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.638308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=2.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.636307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=227.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.636307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=229.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.635308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=238.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.594308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=3.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.619308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=35.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.646307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=353.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.645308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=357.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.639307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=42.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.632308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=46.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.631308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=51.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.637308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=6.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.628308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
