statsbomb_player_id,player_name,assigned_role,dominant_role,dominant_role_share,lineup_role_minutes,position_examples,season_minutes,threshold_minutes,eligible_for_initial_coefficients,experiment_008_status
138956,Anas Bach,FB,FB,1.0,98.11667,Right Back,1963.4335,900.0,True,available_population_recomputed_or_reused_from_role_resolution
407207,Ennaama El Bellali,MID,MID,1.0,144.06667,Left Defensive Midfield; Right Defensive Midfield; Center Defensive Midfield,1060.2168,900.0,True,available_population_recomputed_or_reused_from_role_resolution
138990,Yassine Marsile,UNKNOWN,UNKNOWN,0.0,0.0,,866.3,,False,available_population_recomputed_or_reused_from_role_resolution
138927,Saad El Morsli,FB,FB,1.0,216.28333,Left Back; Left Wing Back,1579.6667,900.0,True,available_population_recomputed_or_reused_from_role_resolution
138895,Abdelfattah Hadraf,WINGER,WINGER,1.0,10.55,Right Midfield,1100.0166,750.0,True,available_population_recomputed_or_reused_from_role_resolution
144435,Amine Farhane,UNKNOWN,UNKNOWN,0.0,0.0,,398.6167,,False,available_population_recomputed_or_reused_from_role_resolution
419744,Driss El Jabali,CB,CB,1.0,112.46667,Right Center Back,1346.0168,900.0,True,available_population_recomputed_or_reused_from_role_resolution
478936,Hafid Id Said,UNKNOWN,UNKNOWN,0.0,0.0,,28.733334,,False,available_population_recomputed_or_reused_from_role_resolution
20687,Nicolás Iván González,WINGER,WINGER,0.9881151652237488,63.633335,Right Center Forward; Left Midfield; Left Wing,,750.0,False,available_population_recomputed_or_reused_from_role_resolution
29201,Nahuel Molina Lucero,FB,FB,1.0,58.166668,Right Back; Right Wing Back,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
523319,Omar Ouddah,MID,MID,1.0,58.7,Right Defensive Midfield,92.583336,900.0,False,available_population_recomputed_or_reused_from_role_resolution
20572,Cristian Gabriel Romero,CB,CB,1.0,130.51666,Right Center Back,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
363450,Youssef Riani,MULTI_ROLE,CF,0.5582723943485156,145.866668,Center Forward; Left Center Forward; Center Attacking Midfield,1049.4667,,False,available_population_recomputed_or_reused_from_role_resolution
28723,Jorge Andrés Carrascal Guardo,UNKNOWN,UNKNOWN,0.0,0.0,Left Center Midfield,,,False,available_population_recomputed_or_reused_from_role_resolution
276342,Imad Askar,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
18855,Jhon Janer Lucumí Bonilla,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
139541,Ismael Benktib,UNKNOWN,UNKNOWN,0.0,0.0,,1428.8999,,False,available_population_recomputed_or_reused_from_role_resolution
323979,Zakaria Fatihi,WINGER,WINGER,1.0,16.716667,Left Midfield,530.19995,750.0,False,available_population_recomputed_or_reused_from_role_resolution
362445,Badreddine Abyir,GK,GK,1.0,104.95,Goalkeeper,2208.4167,600.0,True,available_population_recomputed_or_reused_from_role_resolution
338916,Johnstone Omurwa,CB,CB,1.0,84.1,Left Center Back,1145.9666,900.0,True,available_population_recomputed_or_reused_from_role_resolution
143505,Mohamed Morabit,MID,MID,1.0,124.599995,Center Attacking Midfield; Right Center Midfield,533.38336,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138966,Youssef Belammari,FB,FB,1.0,102.96667,Left Back,728.5,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138945,Mohamed Boulacsout,FB,FB,1.0,95.73333,Right Back,1667.3833,900.0,True,available_population_recomputed_or_reused_from_role_resolution
477681,Brahim Ait Hammou,WINGER,WINGER,1.0,46.083332000000006,Right Wing,354.1667,750.0,False,available_population_recomputed_or_reused_from_role_resolution
28268,Exequiel Alejandro Palacios,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
139574,Mohamed Bentarcha,UNKNOWN,UNKNOWN,0.0,0.0,,1579.2,,False,available_population_recomputed_or_reused_from_role_resolution
477679,Redouane Oubidar,MID,MID,1.0,96.683334,Left Defensive Midfield,1254.8667,900.0,True,available_population_recomputed_or_reused_from_role_resolution
203027,Walid Rhailouf,MID,MID,0.8810001010899949,162.733334,Right Defensive Midfield; Right Midfield; Center Defensive Midfield,384.56668,900.0,False,available_population_recomputed_or_reused_from_role_resolution
203027,Walid Rhailouf,MID,MID,0.8810001010899949,162.733334,Right Defensive Midfield; Right Midfield; Center Defensive Midfield,620.25,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138862,Abderrahmane Kassak,MULTI_ROLE,MID,0.6527559984725253,117.016665,Center Attacking Midfield; Left Midfield; Left Center Forward,380.15,,False,available_population_recomputed_or_reused_from_role_resolution
138862,Abderrahmane Kassak,MULTI_ROLE,MID,0.6527559984725253,117.016665,Center Attacking Midfield; Left Midfield; Left Center Forward,1027.6167,,False,available_population_recomputed_or_reused_from_role_resolution
523287,Ismail Sayad,GK,GK,1.0,98.11667,Goalkeeper,1163.6832,600.0,True,available_population_recomputed_or_reused_from_role_resolution
27886,Alexis Mac Allister,MID,MID,0.8323602959196813,101.833336,Left Midfield; Left Defensive Midfield; Left Center Midfield,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
522352,Hamza Fassoukh,FB,FB,1.0,206.68333,Right Back; Left Back,1321.8834,900.0,True,available_population_recomputed_or_reused_from_role_resolution
139549,Hamza El Janati,MULTI_ROLE,MID,0.6415662609919704,105.133334,Center Attacking Midfield; Left Back; Right Midfield,1405.0834,,False,available_population_recomputed_or_reused_from_role_resolution
138860,Youssef Michte,MID,MID,1.0,89.316666,Left Defensive Midfield,1534.3501,900.0,True,available_population_recomputed_or_reused_from_role_resolution
81364,Euclides da Silva Cabral,FB,FB,1.0,79.433334,Right Back,1706.5833,900.0,True,available_population_recomputed_or_reused_from_role_resolution
142789,Oussama Soukhane,FB,FB,1.0,102.96667,Left Back,1879.2666,900.0,True,available_population_recomputed_or_reused_from_role_resolution
195016,Mouad Mouchtanim,MID,MID,1.0,64.316666,Center Attacking Midfield,704.21655,900.0,False,available_population_recomputed_or_reused_from_role_resolution
7550,Mounir Chouiar,WINGER,WINGER,1.0,146.0,Left Wing; Left Midfield,1954.4667,750.0,True,available_population_recomputed_or_reused_from_role_resolution
138983,Zine Eddine Derrag,MID,MID,1.0,98.11667,Right Defensive Midfield,1000.7,900.0,True,available_population_recomputed_or_reused_from_role_resolution
138957,Youssef Limouri,CB,CB,1.0,96.1,Right Center Back,521.18335,900.0,False,available_population_recomputed_or_reused_from_role_resolution
363239,Bilal Soufi,CB,CB,1.0,96.316666,Right Center Back,1606.9667,900.0,True,available_population_recomputed_or_reused_from_role_resolution
28567,Carlos Eccehomo Cuesta Figueroa,CB,CB,1.0,130.51666,Left Center Back,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
314460,Ayoub Bouaadli,MID,MID,1.0,68.933334,Left Center Midfield,178.63333,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138958,Mouad Bahsain,CB,CB,1.0,102.96667,Left Center Back,1506.3167,900.0,True,available_population_recomputed_or_reused_from_role_resolution
138958,Mouad Bahsain,CB,CB,1.0,102.96667,Left Center Back,515.7833,900.0,False,available_population_recomputed_or_reused_from_role_resolution
387245,Anass Eddaou,WINGER,WINGER,1.0,20.966667,Left Wing,691.01666,750.0,False,available_population_recomputed_or_reused_from_role_resolution
442926,Ousmane Diallo,FB,FB,1.0,112.46667,Left Back,534.3167,900.0,False,available_population_recomputed_or_reused_from_role_resolution
334695,Mohamed El Badaoui,UNKNOWN,UNKNOWN,0.0,0.0,,58.7,,False,available_population_recomputed_or_reused_from_role_resolution
334695,Mohamed El Badaoui,UNKNOWN,UNKNOWN,0.0,0.0,,480.63333,,False,available_population_recomputed_or_reused_from_role_resolution
477688,Ayoub El Khaffi,MID,MID,1.0,6.9166665,Left Defensive Midfield,546.08325,900.0,False,available_population_recomputed_or_reused_from_role_resolution
522350,Mohamed Jemjami,GK,GK,1.0,206.68333,Goalkeeper,1812.0667,600.0,True,available_population_recomputed_or_reused_from_role_resolution
16184,Luis Fernando Sinisterra Lucumí,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
314456,Hilal Ferdaoussi,UNKNOWN,UNKNOWN,0.0,0.0,,881.2833,,False,available_population_recomputed_or_reused_from_role_resolution
313280,André Yassine Madeira El Khalej,CB,CB,1.0,109.3,Right Center Back,147.75,900.0,False,available_population_recomputed_or_reused_from_role_resolution
312938,Yassine Lamine,WINGER,WINGER,1.0,64.03333,Left Wing,477.31668,750.0,False,available_population_recomputed_or_reused_from_role_resolution
178342,Ettayb Boukhriss,FB,FB,1.0,46.083332,Right Back,1045.5667,900.0,True,available_population_recomputed_or_reused_from_role_resolution
199611,Youssef Mehri,WINGER,WINGER,1.0,157.61667,Right Wing; Left Wing; Right Midfield,1731.6167,750.0,True,available_population_recomputed_or_reused_from_role_resolution
194914,Chouaib Faidi,WINGER,WINGER,1.0,25.466667,Right Wing; Left Wing,539.68335,750.0,False,available_population_recomputed_or_reused_from_role_resolution
523998,Zakaria Aiada,FB,FB,1.0,109.3,Right Back,241.9,900.0,False,available_population_recomputed_or_reused_from_role_resolution
142086,Oussama Hafari,UNKNOWN,UNKNOWN,0.0,0.0,,344.5,,False,available_population_recomputed_or_reused_from_role_resolution
140874,Reda Slim,WINGER,WINGER,1.0,24.183332,Right Wing,1318.4001,750.0,True,available_population_recomputed_or_reused_from_role_resolution
314451,Houdaifa El Mahasni,FB,FB,1.0,78.51667,Right Back,2082.3667,900.0,True,available_population_recomputed_or_reused_from_role_resolution
523308,Adil Khalloufi,MID,MID,1.0,98.11667,Center Defensive Midfield,2093.65,900.0,True,available_population_recomputed_or_reused_from_role_resolution
477678,Cheick Keita,CB,CB,1.0,50.6,Left Center Back,1643.9834,900.0,True,available_population_recomputed_or_reused_from_role_resolution
139017,Salah-eddine Benyachou,WINGER,WINGER,1.0,66.36667,Left Wing,1056.6665,750.0,True,available_population_recomputed_or_reused_from_role_resolution
141741,Oussama Al Aiz,FB,FB,0.8010229180766905,86.99999700000001,Right Wing Back; Left Back; Right Center Back,255.23334,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138989,Mohamed Ferni,GK,GK,1.0,112.46667,Goalkeeper,511.71664,600.0,False,available_population_recomputed_or_reused_from_role_resolution
405342,Guilherme Ferreira de Oliveira,FB,FB,1.0,5.05,Left Back; Right Center Back,565.7833,900.0,False,available_population_recomputed_or_reused_from_role_resolution
524392,Romuald Dacosta,CF,CF,1.0,80.03333,Center Forward,1442.6,750.0,True,available_population_recomputed_or_reused_from_role_resolution
136023,Rodrigue Kossi Fiogbé,FB,FB,1.0,26.25,Right Back,417.11667,900.0,False,available_population_recomputed_or_reused_from_role_resolution
332384,Ismail Al Alami,CB,CB,1.0,27.483334,Left Center Back,314.73334,900.0,False,available_population_recomputed_or_reused_from_role_resolution
179384,Bouchaib Arrassi,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
523317,Ismail Soubai,CB,CB,1.0,96.683334,Right Center Back,519.9167,900.0,False,available_population_recomputed_or_reused_from_role_resolution
140876,Mohamed Moufid,FB,FB,1.0,103.8,Right Back,1725.5333,900.0,True,available_population_recomputed_or_reused_from_role_resolution
442098,Khalid Baba,WINGER,WINGER,1.0,96.1,Right Wing,96.88333,750.0,False,available_population_recomputed_or_reused_from_role_resolution
442098,Khalid Baba,WINGER,WINGER,1.0,96.1,Right Wing,714.0,750.0,False,available_population_recomputed_or_reused_from_role_resolution
29560,Julián Álvarez,CF,CF,1.0,101.833336,Left Center Forward; Center Forward,,750.0,False,available_population_recomputed_or_reused_from_role_resolution
144434,Ismail Moutaraji,MID,MID,1.0,12.05,Center Attacking Midfield,389.0833,900.0,False,available_population_recomputed_or_reused_from_role_resolution
163983,Aymane El Aouani,UNKNOWN,UNKNOWN,0.0,0.0,,192.68333,,False,available_population_recomputed_or_reused_from_role_resolution
139563,Ayoub Khairi,MULTI_ROLE,FB,0.5934323597586808,85.266668,Right Back; Left Defensive Midfield,1302.0498,,False,available_population_recomputed_or_reused_from_role_resolution
200507,Abderrahmane Kernane,GK,GK,1.0,216.28333,Goalkeeper,216.28333,600.0,False,available_population_recomputed_or_reused_from_role_resolution
406269,Danilson Gomes Tavares,MID,MID,1.0,69.86667,Center Defensive Midfield,361.73334,900.0,False,available_population_recomputed_or_reused_from_role_resolution
523290,Achraf Zine,CB,CB,1.0,98.11667,Right Center Back,1219.8333,900.0,True,available_population_recomputed_or_reused_from_role_resolution
138910,Jamal Ech-Chammakh,FB,FB,1.0,11.816667,Left Back,928.38336,900.0,True,available_population_recomputed_or_reused_from_role_resolution
140871,Khalid Ait Ouarkhane,MULTI_ROLE,WINGER,0.5463798590623272,86.433334,Left Midfield; Right Midfield; Center Attacking Midfield,1752.3668,,False,available_population_recomputed_or_reused_from_role_resolution
442724,Fallou Formose Mendy,UNKNOWN,UNKNOWN,0.0,0.0,,1384.5332,,False,available_population_recomputed_or_reused_from_role_resolution
523309,Jalal-Eddine El Khfiyef,WINGER,WINGER,1.0,68.933334,Right Wing,350.0,750.0,False,available_population_recomputed_or_reused_from_role_resolution
523309,Jalal-Eddine El Khfiyef,WINGER,WINGER,1.0,68.933334,Right Wing,247.01666,750.0,False,available_population_recomputed_or_reused_from_role_resolution
212929,Hassan Doughmi,UNKNOWN,UNKNOWN,0.0,0.0,,961.14996,,False,available_population_recomputed_or_reused_from_role_resolution
49395,Richard Rios Montoya,MID,MID,1.0,89.98333,Right Center Midfield,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138843,Abdelilah Madkour,FB,FB,1.0,106.25,Right Back,668.6,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138843,Abdelilah Madkour,FB,FB,1.0,106.25,Right Back,607.7166,900.0,False,available_population_recomputed_or_reused_from_role_resolution
132614,Walid Nassi Ouled Bentle,WINGER,WINGER,1.0,22.9,Right Wing,1031.5333,750.0,True,available_population_recomputed_or_reused_from_role_resolution
179311,Imad Riahi,WINGER,WINGER,1.0,13.766666,Left Wing,908.3334,750.0,True,available_population_recomputed_or_reused_from_role_resolution
409762,Amine El Maswab,UNKNOWN,UNKNOWN,0.0,0.0,,58.666664,,False,available_population_recomputed_or_reused_from_role_resolution
348651,Reda Hajji,UNKNOWN,UNKNOWN,0.0,0.0,,131.68333,,False,available_population_recomputed_or_reused_from_role_resolution
523997,Karim L'Koucha,WINGER,WINGER,0.8034157646221083,86.933335,Right Wing; Center Attacking Midfield; Right Midfield,93.033325,750.0,False,available_population_recomputed_or_reused_from_role_resolution
523997,Karim L'Koucha,WINGER,WINGER,0.8034157646221083,86.933335,Right Wing; Center Attacking Midfield; Right Midfield,249.78334,750.0,False,available_population_recomputed_or_reused_from_role_resolution
194915,Hamza Janan Allah,UNKNOWN,UNKNOWN,0.0,0.0,,1547.0498,,False,available_population_recomputed_or_reused_from_role_resolution
60138,Kevin Duvan Castaño Gil,MID,MID,1.0,41.533333,Right Center Midfield,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
138871,Karim El Bounagat,CB,CB,1.0,81.7,Left Center Back,2001.0168,900.0,True,available_population_recomputed_or_reused_from_role_resolution
31844,Mohamed Bouchouari,UNKNOWN,UNKNOWN,0.0,0.0,,449.21667,,False,available_population_recomputed_or_reused_from_role_resolution
138950,Mehdi Harrar,GK,GK,1.0,102.96667,Goalkeeper,2133.3833,600.0,True,available_population_recomputed_or_reused_from_role_resolution
445163,Ayoub Maamouri,WINGER,WINGER,1.0,68.85,Right Midfield,414.5333,750.0,False,available_population_recomputed_or_reused_from_role_resolution
524246,Youness El Kaabi,CF,CF,1.0,19.266666,Right Center Forward,531.85,750.0,False,available_population_recomputed_or_reused_from_role_resolution
460266,Youness Dahmani,WINGER,WINGER,1.0,96.36667,Left Midfield,1988.8333,750.0,True,available_population_recomputed_or_reused_from_role_resolution
524512,Reda Ait Boughima,CB,CB,1.0,16.633333,Right Center Back,1352.4501,900.0,True,available_population_recomputed_or_reused_from_role_resolution
389294,Nouh Mohamed El Abd,UNKNOWN,UNKNOWN,0.0,0.0,,410.6667,,False,available_population_recomputed_or_reused_from_role_resolution
522346,Naoufal Ait Oubna,UNKNOWN,UNKNOWN,0.0,0.0,,307.4,,False,available_population_recomputed_or_reused_from_role_resolution
396748,Youssef Laghzal,GK,GK,0.8807579437036654,18.866667,Center Defensive Midfield; Goalkeeper,259.35,600.0,False,available_population_recomputed_or_reused_from_role_resolution
335508,Paul Valère Bassène,CF,CF,1.0,49.666667,Center Forward; Right Center Forward; Left Center Forward,1335.15,750.0,True,available_population_recomputed_or_reused_from_role_resolution
38718,Enzo Fernandez,MID,MID,1.0,101.85,Left Defensive Midfield; Right Defensive Midfield; Center Defensive Midfield,,900.0,False,available_population_recomputed_or_reused_from_role_resolution
275341,Yazid Faffa,WINGER,WINGER,1.0,76.63333,Left Midfield,1653.1168,750.0,True,available_population_recomputed_or_reused_from_role_resolution
387043,Khalil Tamrani,UNKNOWN,UNKNOWN,0.0,0.0,,336.15,,False,available_population_recomputed_or_reused_from_role_resolution
442293,Ayoub Lourhraz,UNKNOWN,UNKNOWN,0.0,0.0,,1061.2166,,False,available_population_recomputed_or_reused_from_role_resolution
446355,Ishak Zidani,MID,MID,1.0,112.46667,Left Center Midfield,1066.95,900.0,True,available_population_recomputed_or_reused_from_role_resolution
407506,Oussama Nourdine,MID,MID,1.0,80.63333,Left Defensive Midfield,1983.2667,900.0,True,available_population_recomputed_or_reused_from_role_resolution
337496,Haytam Manaout,FB,FB,1.0,102.88333,Right Back,1040.9333,900.0,True,available_population_recomputed_or_reused_from_role_resolution
195772,Anas Essafir,UNKNOWN,UNKNOWN,0.0,0.0,Right Wing Back,353.48334,,False,available_population_recomputed_or_reused_from_role_resolution
138935,Rachid Ghanimi,GK,GK,1.0,102.96667,Goalkeeper,212.21667,600.0,False,available_population_recomputed_or_reused_from_role_resolution
523973,Hamza Rafa,MID,MID,1.0,33.2,Left Defensive Midfield; Right Center Midfield,1053.5333,900.0,True,available_population_recomputed_or_reused_from_role_resolution
524396,Yacoub El Id,UNKNOWN,UNKNOWN,0.0,0.0,,42.149998,,False,available_population_recomputed_or_reused_from_role_resolution
138936,Abderrazak Ennakouss,CF,CF,1.0,16.616667,Center Forward,566.68335,750.0,False,available_population_recomputed_or_reused_from_role_resolution
138853,Abdellah Farah,WINGER,WINGER,1.0,19.683332,Left Midfield,599.13336,750.0,False,available_population_recomputed_or_reused_from_role_resolution
275058,Taha Al Achbili,UNKNOWN,UNKNOWN,0.0,0.0,,113.700005,,False,available_population_recomputed_or_reused_from_role_resolution
139556,Bilal El Ouadghiri,CB,CB,1.0,134.133332,Right Center Back,1500.8333,900.0,True,available_population_recomputed_or_reused_from_role_resolution
155705,Soufiane Benjdida,CF,CF,1.0,93.666664,Center Forward,2024.9166,750.0,True,available_population_recomputed_or_reused_from_role_resolution
139008,Amine Souane,WINGER,WINGER,1.0,78.51667,Right Wing,1390.2333,750.0,True,available_population_recomputed_or_reused_from_role_resolution
195301,Fahd Bendahmane,WINGER,WINGER,1.0,26.516666000000004,Right Wing,248.96667,750.0,False,available_population_recomputed_or_reused_from_role_resolution
38423,Siriki Sanogo,CF,CF,0.7191290701915524,41.083332,Center Forward; Left Wing Back,1153.7667,750.0,True,available_population_recomputed_or_reused_from_role_resolution
399158,Anas Mkhair,UNKNOWN,UNKNOWN,0.0,0.0,,981.35,,False,available_population_recomputed_or_reused_from_role_resolution
31756,Soulyman Allouch,UNKNOWN,UNKNOWN,0.0,0.0,,1508.4834,,False,available_population_recomputed_or_reused_from_role_resolution
313279,Mohamed Reda Asmama,UNKNOWN,UNKNOWN,0.0,0.0,,112.38334,,False,available_population_recomputed_or_reused_from_role_resolution
442100,Marouane Ouhrou,FB,FB,1.0,112.46666999999998,Left Back,1878.4333,900.0,True,available_population_recomputed_or_reused_from_role_resolution
194809,Oussama Zemraoui,MID,MID,1.0,44.05,Center Attacking Midfield,392.74997,900.0,False,available_population_recomputed_or_reused_from_role_resolution
462167,Livty Kpolo,CF,CF,1.0,85.30000000000001,Center Forward; Left Center Forward; Right Center Forward,286.28333,750.0,False,available_population_recomputed_or_reused_from_role_resolution
524393,Zakaria Oubraim,UNKNOWN,UNKNOWN,0.0,0.0,,1085.4166,,False,available_population_recomputed_or_reused_from_role_resolution
523298,Mohamed Ahayaoui,MID,MID,1.0,17.283333,Right Center Midfield,561.2167,900.0,False,available_population_recomputed_or_reused_from_role_resolution
434523,Benjamin Tanimu,UNKNOWN,UNKNOWN,0.0,0.0,Right Back,10.366667,,False,available_population_recomputed_or_reused_from_role_resolution
360838,Zakaria Ami,MID,MID,1.0,79.433334,Right Center Midfield,220.83334,900.0,False,available_population_recomputed_or_reused_from_role_resolution
261620,Nadir Lougmani,FB,FB,0.9607411378335238,38.583332,Right Midfield; Right Back,1729.9835,900.0,True,available_population_recomputed_or_reused_from_role_resolution
399559,Youssef Dalouzi,UNKNOWN,UNKNOWN,0.0,0.0,Center Forward,108.350006,,False,available_population_recomputed_or_reused_from_role_resolution
155347,Ayoub Mouloua,CF,CF,1.0,36.8,Center Forward,1735.4165,750.0,True,available_population_recomputed_or_reused_from_role_resolution
161352,Salaheddine Errahouli,MULTI_ROLE,WINGER,0.6240619107689405,142.133334,Right Wing; Right Center Midfield,1602.1334,,False,available_population_recomputed_or_reused_from_role_resolution
144331,Oussama Raoui,FB,FB,1.0,24.45,Right Back,358.71667,900.0,False,available_population_recomputed_or_reused_from_role_resolution
477686,Mohamed Adjar,UNKNOWN,UNKNOWN,0.0,0.0,,926.7333,,False,available_population_recomputed_or_reused_from_role_resolution
339278,Chemseddine Knaidil,FB,FB,1.0,96.1,Left Back,1806.9502,900.0,True,available_population_recomputed_or_reused_from_role_resolution
415853,Claude Gnolou,MID,MID,1.0,173.61666,Left Defensive Midfield,1884.1833,900.0,True,available_population_recomputed_or_reused_from_role_resolution
524511,Saad Nassik,MID,MID,1.0,74.85,Right Center Midfield,60.05,900.0,False,available_population_recomputed_or_reused_from_role_resolution
524511,Saad Nassik,MID,MID,1.0,74.85,Right Center Midfield,107.95,900.0,False,available_population_recomputed_or_reused_from_role_resolution
409131,Abdellatif Benkassou,WINGER,WINGER,1.0,72.13333,Right Wing,868.2999,750.0,True,available_population_recomputed_or_reused_from_role_resolution
399624,Mohamed Zinaf,WINGER,WINGER,1.0,8.1,Left Wing,633.01666,750.0,False,available_population_recomputed_or_reused_from_role_resolution
154668,Mamadou Lamine Camara,MID,MID,0.8980807536072257,199.566664,Right Defensive Midfield; Center Defensive Midfield; Left Center Back,408.34998,900.0,False,available_population_recomputed_or_reused_from_role_resolution
312413,Soulaimane El Bouchqali,MID,MID,0.977485604606526,11.983334,Left Back; Center Attacking Midfield,63.416668,900.0,False,available_population_recomputed_or_reused_from_role_resolution
312413,Soulaimane El Bouchqali,MID,MID,0.977485604606526,11.983334,Left Back; Center Attacking Midfield,1149.65,900.0,True,available_population_recomputed_or_reused_from_role_resolution
523321,Khalid Raiss,UNKNOWN,UNKNOWN,0.0,0.0,,35.35,,False,available_population_recomputed_or_reused_from_role_resolution
183765,Mohammed Amine Essahel,MID,MID,1.0,39.433334,Center Defensive Midfield; Left Center Midfield; Left Defensive Midfield,569.1,900.0,False,available_population_recomputed_or_reused_from_role_resolution
314465,Yassine Amhih,CB,CB,1.0,102.96667,Right Center Back,523.3,900.0,False,available_population_recomputed_or_reused_from_role_resolution
405645,Othmane Chraibi,MID,MID,1.0,19.116667,Center Defensive Midfield; Left Defensive Midfield,874.8833,900.0,False,available_population_recomputed_or_reused_from_role_resolution
407555,James Monday Ajako,CB,CB,1.0,112.46667,Left Center Back,1626.8003,900.0,True,available_population_recomputed_or_reused_from_role_resolution
177972,Anas Nanah,UNKNOWN,UNKNOWN,0.0,0.0,,364.91666,,False,available_population_recomputed_or_reused_from_role_resolution
524002,Salim Ghazzani,WINGER,WINGER,1.0,12.933333,Left Midfield,138.20001,750.0,False,available_population_recomputed_or_reused_from_role_resolution
524001,Nasreddine Moustaghfir,CF,CF,1.0,21.583334,Right Center Forward,1063.3833,750.0,True,available_population_recomputed_or_reused_from_role_resolution
422075,Zakary Lamgahez,CB,CB,1.0,104.95,Left Center Back,379.95,900.0,False,available_population_recomputed_or_reused_from_role_resolution
399198,Oussama Errahmani,UNKNOWN,UNKNOWN,0.0,0.0,,95.01667,,False,available_population_recomputed_or_reused_from_role_resolution
435547,Abdallah Ziani,WINGER,WINGER,1.0,32.066666,Left Wing,1670.4166,750.0,True,available_population_recomputed_or_reused_from_role_resolution
524513,Amine Balich,UNKNOWN,UNKNOWN,0.0,0.0,,784.0833,,False,available_population_recomputed_or_reused_from_role_resolution
450709,Joseph Bakasu       ,MID,MID,1.0,22.916666,Right Defensive Midfield,1569.6168,900.0,True,available_population_recomputed_or_reused_from_role_resolution
524510,Privat Djéssan Bi,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
60514,Yaser Esneider Asprilla Martínez,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
358748,Abdellah Ait Brahim,WINGER,WINGER,1.0,79.433334,Right Wing,1376.3834,750.0,True,available_population_recomputed_or_reused_from_role_resolution
30976,Jhon Jáder Durán Palacio,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
442155,Akram El Wahabi,UNKNOWN,UNKNOWN,0.0,0.0,,245.43333,,False,available_population_recomputed_or_reused_from_role_resolution
477584,Ayoub Ait Khassou,UNKNOWN,UNKNOWN,0.0,0.0,,394.33337,,False,available_population_recomputed_or_reused_from_role_resolution
449373,Marouane Oujeddou,WINGER,WINGER,1.0,112.46667,Right Midfield,1522.1,750.0,True,available_population_recomputed_or_reused_from_role_resolution
386460,Ismail Hrila,UNKNOWN,UNKNOWN,0.0,0.0,,1428.7832,,False,available_population_recomputed_or_reused_from_role_resolution
462374,Soufiane Taher,UNKNOWN,UNKNOWN,0.0,0.0,,78.36667,,False,available_population_recomputed_or_reused_from_role_resolution
524394,Abdoulaye Sanogo,UNKNOWN,UNKNOWN,0.0,0.0,,1597.6499,,False,available_population_recomputed_or_reused_from_role_resolution
399493,Mehdi Mchakhchekh,UNKNOWN,UNKNOWN,0.0,0.0,,78.13333,,False,available_population_recomputed_or_reused_from_role_resolution
451595,Louay El Moussaoui,UNKNOWN,UNKNOWN,0.0,0.0,,565.9167,,False,available_population_recomputed_or_reused_from_role_resolution
426514,Yasser Ezzine,UNKNOWN,UNKNOWN,0.0,0.0,,295.14996,,False,available_population_recomputed_or_reused_from_role_resolution
424979,Soufiane Tazi,MID,MID,1.0,78.51667,Center Attacking Midfield,1206.7834,900.0,True,available_population_recomputed_or_reused_from_role_resolution
443951,Youness Akharraz,MID,MID,1.0,88.7,Right Center Midfield,1331.9833,900.0,True,available_population_recomputed_or_reused_from_role_resolution
52129,Alejandro Garnacho Ferreyra,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
444003,Ilyass Motik,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
524003,Mohammed Es-Sahel,MID,MID,1.0,70.01667,Left Center Midfield,365.53333,900.0,False,available_population_recomputed_or_reused_from_role_resolution
523338,Salah Eddine Essalehy,WINGER,WINGER,1.0,46.083332000000006,Left Wing; Right Wing,46.083332,750.0,False,available_population_recomputed_or_reused_from_role_resolution
522342,Younes El Bahraoui,CF,CF,0.9964218739410374,120.183336,Center Attacking Midfield; Right Center Forward; Left Center Forward,969.3167,750.0,True,available_population_recomputed_or_reused_from_role_resolution
