role_family,metric,normalization_method,normalized_skewness,normalized_kurtosis,normalized_outlier_pct,normalization_quality_score,experiment_008_status
MID,key_passes_90,winsorized_z_score,0.7720538970373021,-0.3611298720470124,0.0,0.9526188330608084,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,z_score,1.1013565541276067,1.6756146014458282,2.941176470588235,2.0862226783799325,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,robust_z_score,1.101356554127606,1.6756146014458273,2.941176470588235,2.086222678379932,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,percentile_rank,5.646341603368186e-16,-1.2000000000000015,0.0,0.6000000000000013,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,min_max,1.101356554127606,1.6756146014458264,2.941176470588235,2.086222678379931,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,log_transform,1.0129556562750603,1.3925431576331069,2.941176470588235,1.8562860586210252,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,quantile_transform,6.13561116737126e-11,5.984499398978965,5.88235294117647,3.286367346609662,not_recalibrated_full_population_unavailable
MID,obv_dribble_carry_90,winsorized_z_score,0.508138051447393,-0.7460139692009551,0.0,0.8811450360478705,not_recalibrated_full_population_unavailable
MID,obv_pass_90,z_score,0.9091520040026312,0.5215866151621977,2.941176470588235,1.3170041351131416,not_recalibrated_full_population_unavailable
MID,obv_pass_90,robust_z_score,0.9091520040026306,0.5215866151621951,2.941176470588235,1.31700413511314,not_recalibrated_full_population_unavailable
MID,obv_pass_90,percentile_rank,5.428907434832972e-16,-1.2000000000000006,0.0,0.6000000000000009,not_recalibrated_full_population_unavailable
MID,obv_pass_90,min_max,0.90915200400263,0.5215866151621951,2.941176470588235,1.3170041351131392,not_recalibrated_full_population_unavailable
MID,obv_pass_90,log_transform,0.8220317658852038,0.324724805156531,2.941176470588235,1.131452991992881,not_recalibrated_full_population_unavailable
MID,obv_pass_90,quantile_transform,6.135047301491352e-11,5.98449939897888,5.88235294117647,3.2863673466096137,not_recalibrated_full_population_unavailable
MID,obv_pass_90,winsorized_z_score,0.6808190083528903,-0.6971583996297257,0.0,1.0293982081677533,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,z_score,0.6676610689936423,-0.5302095279660608,0.0,0.9327658329766728,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,robust_z_score,0.6676610689936421,-0.5302095279660608,0.0,0.9327658329766724,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,percentile_rank,-6.331293968146859e-16,-1.2000000000000006,0.0,0.600000000000001,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,min_max,0.6676610689936416,-0.5302095279660626,0.0,0.9327658329766728,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,log_transform,-0.3607929721785853,-0.6949990056397111,0.0,0.7082924749984408,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,quantile_transform,6.1355862256572e-11,5.98449939897897,5.88235294117647,3.2863673466096643,not_recalibrated_full_population_unavailable
MID,op_f3_passes_90,winsorized_z_score,0.4808306486435745,-1.0958042317713963,0.0,1.0287327645292728,not_recalibrated_full_population_unavailable
MID,op_passes_90,z_score,0.2540368957794308,-0.4933548300051109,0.0,0.5007143107819862,not_recalibrated_full_population_unavailable
MID,op_passes_90,robust_z_score,0.254036895779431,-0.4933548300051114,0.0,0.5007143107819867,not_recalibrated_full_population_unavailable
MID,op_passes_90,percentile_rank,5.023910245516575e-16,-1.200000000000001,0.0,0.6000000000000011,not_recalibrated_full_population_unavailable
MID,op_passes_90,min_max,0.25403689577943,-0.4933548300051114,0.0,0.5007143107819858,not_recalibrated_full_population_unavailable
MID,op_passes_90,log_transform,-1.6964093889990397,4.43385614344635,2.941176470588235,4.060396284251627,not_recalibrated_full_population_unavailable
MID,op_passes_90,quantile_transform,6.1356273473694e-11,5.9844993989789685,5.88235294117647,3.286367346609664,not_recalibrated_full_population_unavailable
MID,op_passes_90,winsorized_z_score,0.053597600283539,-1.1878244572089738,0.0,0.647509828888026,not_recalibrated_full_population_unavailable
MID,through_balls_90,z_score,1.167107367001934,1.2850422404067623,0.0,1.8096284872053152,not_recalibrated_full_population_unavailable
