role_family,metric,normalization_method,normalized_skewness,normalized_kurtosis,normalized_outlier_pct,normalization_quality_score
CF,aerial_wins_90,min_max,0.9516142363206789,0.76526183588365,0.0,1.3342451542625038
CF,aerial_wins_90,log_transform,-0.028335036475467718,-0.45781616646203194,0.0,0.25724311970648367
CF,aerial_wins_90,quantile_transform,6.14607878765588e-11,5.215361342457376,9.090909090909092,3.062226125835603
CF,aerial_wins_90,winsorized_z_score,0.6390407360465977,-0.3438763275525081,0.0,0.8109788998228518
CF,goals_90,z_score,0.5387353337053518,-0.32030904586160647,0.0,0.698889856636155
CF,goals_90,robust_z_score,0.5387353337053516,-0.32030904586160514,0.0,0.6988898566361542
CF,goals_90,percentile_rank,0.002871961975122804,-1.2081364550416551,0.0,0.6069401894959504
CF,goals_90,min_max,0.5387353337053513,-0.32030904586160425,0.0,0.6988898566361534
CF,goals_90,log_transform,0.23078933010525066,-0.47552835757750866,0.0,0.468553508894005
CF,goals_90,quantile_transform,-0.5134427932844211,3.4535774609509966,13.636363636363635,2.922049705578101
CF,goals_90,winsorized_z_score,0.4984777931881045,-0.4321119729823315,0.0,0.7145337796792702
CF,np_shots_90,z_score,0.20894888943145618,0.7499126835969454,9.090909090909092,1.0384506857753835
CF,np_shots_90,robust_z_score,0.20894888943145631,0.7499126835969454,9.090909090909092,1.0384506857753837
CF,np_shots_90,percentile_rank,1.5477182122342175e-15,-1.1999999999999997,0.0,0.6000000000000014
CF,np_shots_90,min_max,0.2089488894314554,0.7499126835969481,9.090909090909092,1.0384506857753841
CF,np_shots_90,log_transform,-0.9525703879704538,2.2889577784730575,9.090909090909092,2.551594731752437
CF,np_shots_90,quantile_transform,6.146124911545831e-11,5.2153613424573635,9.090909090909092,3.0622261258355974
CF,np_shots_90,winsorized_z_score,0.3827661607565487,-0.20076205693925786,0.0,0.4831471892261776
CF,np_xg_90,z_score,-0.13186657034941848,-0.4178703593131803,0.0,0.34080175000600865
CF,np_xg_90,robust_z_score,-0.13186657034941843,-0.41787035931318117,0.0,0.340801750006009
CF,np_xg_90,percentile_rank,1.512382179991427e-15,-1.2000000000000002,0.0,0.6000000000000016
CF,np_xg_90,min_max,-0.13186657034942043,-0.4178703593131816,0.0,0.3408017500060112
CF,np_xg_90,log_transform,-0.3440943075451942,-0.31408950216258136,0.0,0.5011390586264849
CF,np_xg_90,quantile_transform,6.146107006913446e-11,5.215361342457374,9.090909090909092,3.0622261258356027
CF,np_xg_90,winsorized_z_score,0.06211947577105358,-0.8371481866557109,0.0,0.48069356909890903
CF,op_passes_into_and_touches_inside_box_90,z_score,0.20840185206374237,3.3196207730830833,9.090909090909092,2.3227576931507388
CF,op_passes_into_and_touches_inside_box_90,robust_z_score,0.20840185206374245,3.319620773083087,9.090909090909092,2.3227576931507405
CF,op_passes_into_and_touches_inside_box_90,percentile_rank,1.5406510057856594e-15,-1.2000000000000002,0.0,0.6000000000000016
CF,op_passes_into_and_touches_inside_box_90,min_max,0.2084018520637432,3.319620773083085,9.090909090909092,2.3227576931507405
CF,op_passes_into_and_touches_inside_box_90,log_transform,-2.5082304694165836,9.533454741263373,13.636363636363635,7.956776021866451
CF,op_passes_into_and_touches_inside_box_90,quantile_transform,6.146238372422825e-11,5.215361342457381,9.090909090909092,3.0622261258356076
CF,op_passes_into_and_touches_inside_box_90,winsorized_z_score,-0.04056729870583504,-0.24592755695789226,0.0,0.16353107718478116
CF,op_xgchain_90,z_score,0.37883100241577333,0.9368518968219739,4.545454545454546,1.0745296780994875
CF,op_xgchain_90,robust_z_score,0.3788310024157733,0.9368518968219748,4.545454545454546,1.074529678099488
CF,op_xgchain_90,percentile_rank,3.0583266890447074e-16,-1.2000000000000002,0.0,0.6000000000000004
CF,op_xgchain_90,min_max,0.3788310024157731,0.9368518968219748,4.545454545454546,1.0745296780994877
CF,op_xgchain_90,log_transform,-0.03902662022617741,0.5211083170892934,0.0,0.2995807787708241
CF,op_xgchain_90,quantile_transform,6.146068575992602e-11,5.215361342457381,9.090909090909092,3.062226125835606
CF,op_xgchain_90,winsorized_z_score,-0.25704240091234626,-0.9157431184367653,0.0,0.7149139601307288
