role,player_id,player_name,metric,contribution_type,contribution_delta
CB,3252,Oussama Haddadi,obv_pass_90,positive,42.36736161705884
CB,3252,Oussama Haddadi,aerial_ratio,positive,31.92004849787542
CB,3252,Oussama Haddadi,op_f3_passes_90,positive,30.828900078597293
CB,3252,Oussama Haddadi,blocks_per_shot,negative,-57.63263838294116
CB,3252,Oussama Haddadi,clearance_90,negative,-42.24802299832578
CB,3252,Oussama Haddadi,obv_defensive_action_90,negative,-23.30954254907109
CB,7378,Yunis Abdelhamid,aerial_ratio,positive,56.026833309706404
CB,7378,Yunis Abdelhamid,interceptions_90,positive,54.76366437029412
CB,7378,Yunis Abdelhamid,op_xgbuildup_90,positive,32.592633405155325
CB,7378,Yunis Abdelhamid,obv_pass_90,negative,-43.973166690293596
CB,7378,Yunis Abdelhamid,obv_defensive_action_90,negative,-43.973166690293596
CB,7378,Yunis Abdelhamid,clearance_90,negative,-40.12701284413975
CB,49760,Adil Rhaili,aerial_ratio,positive,43.998233811183276
CB,49760,Adil Rhaili,op_xgbuildup_90,positive,29.293791205766375
CB,49760,Adil Rhaili,op_f3_passes_90,positive,24.76746458041405
CB,49760,Adil Rhaili,ball_recoveries_90,negative,-39.769969822200835
CB,49760,Adil Rhaili,obv_defensive_action_90,negative,-30.21566675289362
CB,49760,Adil Rhaili,interceptions_90,negative,-28.940662216063362
CB,67700,Badr Banoun,op_f3_passes_90,positive,33.83305757056067
CB,67700,Badr Banoun,obv_pass_90,positive,28.880330608173765
CB,67700,Badr Banoun,op_xgbuildup_90,positive,21.016461986127425
CB,67700,Badr Banoun,clearance_90,negative,-39.2438655063624
CB,67700,Badr Banoun,aerial_ratio,negative,-16.37916791035287
CB,67700,Badr Banoun,ball_recoveries_90,negative,-15.577056142668475
CB,131244,Ismaël Kandouss,aerial_ratio,positive,32.596649855851815
CB,131244,Ismaël Kandouss,op_f3_passes_90,positive,20.61892478896433
CB,131244,Ismaël Kandouss,ball_recoveries_90,positive,18.66169110038542
CB,131244,Ismaël Kandouss,interceptions_90,negative,-31.736846800526287
CB,131244,Ismaël Kandouss,clearance_90,negative,-21.688767518727992
CB,131244,Ismaël Kandouss,obv_pass_90,negative,-20.863526250799843
CB,138871,Karim El Bounagat,clearance_90,positive,11.119491546514446
CB,138871,Karim El Bounagat,ball_recoveries_90,positive,10.931051312409338
CB,138871,Karim El Bounagat,aerial_ratio,positive,10.320470693455768
CB,138871,Karim El Bounagat,interceptions_90,negative,-26.036700911277673
CB,138871,Karim El Bounagat,op_f3_passes_90,negative,-19.64973922271632
CB,138871,Karim El Bounagat,op_xgbuildup_90,negative,-1.7542823004178913
CB,138918,Marwan Louadni,interceptions_90,positive,34.35343134272391
CB,138918,Marwan Louadni,op_xgbuildup_90,positive,34.35343134272391
CB,138918,Marwan Louadni,op_f3_passes_90,positive,18.96881595810852
CB,138918,Marwan Louadni,clearance_90,negative,-38.72349173419917
CB,138918,Marwan Louadni,obv_defensive_action_90,negative,-26.86463753504495
CB,138918,Marwan Louadni,aerial_ratio,negative,-7.43355539705054
CB,138958,Mouad Bahsain,blocks_per_shot,positive,62.84517175163869
CB,138958,Mouad Bahsain,obv_defensive_action_90,positive,33.70806841347162
CB,138958,Mouad Bahsain,obv_pass_90,positive,30.437741219928014
CB,138958,Mouad Bahsain,interceptions_90,negative,-37.15482824836131
CB,138958,Mouad Bahsain,ball_recoveries_90,negative,-37.15482824836131
CB,138958,Mouad Bahsain,op_xgbuildup_90,negative,-37.15482824836131
CB,138998,Abdellah Khafifi,op_xgbuildup_90,positive,32.32008044854997
CB,138998,Abdellah Khafifi,aerial_ratio,positive,15.428847010726173
CB,138998,Abdellah Khafifi,interceptions_90,positive,15.173604947146671
CB,138998,Abdellah Khafifi,blocks_per_shot,negative,-27.554446877627523
CB,138998,Abdellah Khafifi,obv_defensive_action_90,negative,-25.988935027882416
CB,138998,Abdellah Khafifi,ball_recoveries_90,negative,-19.108328435082782
CB,139023,Amine Aboulfath,clearance_90,positive,24.696457431063664
CB,139023,Amine Aboulfath,blocks_per_shot,positive,19.70198766417885
CB,139023,Amine Aboulfath,obv_pass_90,positive,19.307369039039784
CB,139023,Amine Aboulfath,aerial_ratio,negative,-35.55456443809087
CB,139023,Amine Aboulfath,ball_recoveries_90,negative,-14.980906370082085
CB,139023,Amine Aboulfath,op_f3_passes_90,negative,-13.7650810304748
CB,139556,Bilal El Ouadghiri,obv_pass_90,positive,19.189705639505938
CB,139556,Bilal El Ouadghiri,obv_defensive_action_90,positive,18.308574515487784
CB,139556,Bilal El Ouadghiri,aerial_ratio,positive,10.494152139175291
CB,139556,Bilal El Ouadghiri,interceptions_90,negative,-45.56310120691897
CB,139556,Bilal El Ouadghiri,ball_recoveries_90,negative,-8.918498603516518
CB,139556,Bilal El Ouadghiri,op_xgbuildup_90,negative,-6.995146198911428
CB,157113,Badr Gaddarine,obv_pass_90,positive,42.99297058279941
CB,157113,Badr Gaddarine,op_f3_passes_90,positive,39.14681673664557
CB,157113,Badr Gaddarine,ball_recoveries_90,positive,21.568127154343408
CB,157113,Badr Gaddarine,aerial_ratio,negative,-38.183853193844215
CB,157113,Badr Gaddarine,op_xgbuildup_90,negative,-32.320832002952315
CB,157113,Badr Gaddarine,clearance_90,negative,-26.23779864796982
CB,202502,Soulaimane El Amrani,obv_defensive_action_90,positive,59.75703339129995
CB,202502,Soulaimane El Amrani,blocks_per_shot,positive,36.116941946094165
CB,202502,Soulaimane El Amrani,aerial_ratio,positive,3.5580984187958293
CB,202502,Soulaimane El Amrani,obv_pass_90,negative,-34.60905337006509
CB,202502,Soulaimane El Amrani,op_f3_passes_90,negative,-23.07059183160355
CB,202502,Soulaimane El Amrani,op_xgbuildup_90,negative,-20.142619571672153
CB,313283,Tahar Ahmed Madeira El Khalej,blocks_per_shot,positive,37.41957161775529
CB,313283,Tahar Ahmed Madeira El Khalej,clearance_90,positive,6.048483689290315
CB,313283,Tahar Ahmed Madeira El Khalej,aerial_ratio,positive,5.493094917149854
CB,313283,Tahar Ahmed Madeira El Khalej,interceptions_90,negative,-33.01730540538642
CB,313283,Tahar Ahmed Madeira El Khalej,op_f3_passes_90,negative,-13.182285541478915
CB,313283,Tahar Ahmed Madeira El Khalej,op_xgbuildup_90,negative,-5.383033724213348
CB,314452,Zouhair Marour,op_f3_passes_90,positive,46.71475090391071
CB,314452,Zouhair Marour,ball_recoveries_90,positive,28.642418321131075
CB,314452,Zouhair Marour,interceptions_90,positive,7.479893254592021
CB,314452,Zouhair Marour,clearance_90,negative,-41.74678755762775
CB,314452,Zouhair Marour,blocks_per_shot,negative,-20.258459811803
CB,314452,Zouhair Marour,obv_defensive_action_90,negative,-15.664120867449334
CB,314466,Mohamed Saoud,clearance_90,positive,25.64297394769534
CB,314466,Mohamed Saoud,ball_recoveries_90,positive,18.057367844279625
CB,314466,Mohamed Saoud,obv_pass_90,positive,15.9752483444054
CB,314466,Mohamed Saoud,blocks_per_shot,negative,-33.251256821535435
CB,314466,Mohamed Saoud,interceptions_90,negative,-17.08230929607941
CB,314466,Mohamed Saoud,op_xgbuildup_90,negative,-16.82085107479999
CB,338916,Johnstone Omurwa,clearance_90,positive,48.21752228326618
CB,338916,Johnstone Omurwa,blocks_per_shot,positive,24.02226111647782
CB,338916,Johnstone Omurwa,obv_pass_90,positive,18.16151518366432
CB,338916,Johnstone Omurwa,obv_defensive_action_90,negative,-47.93632387057998
CB,338916,Johnstone Omurwa,op_f3_passes_90,negative,-44.090170024426136
CB,338916,Johnstone Omurwa,ball_recoveries_90,negative,-10.664186566181776
CB,363239,Bilal Soufi,obv_defensive_action_90,positive,47.13768192940719
CB,363239,Bilal Soufi,clearance_90,positive,24.06075885248412
CB,363239,Bilal Soufi,blocks_per_shot,positive,23.433650028653993
CB,363239,Bilal Soufi,interceptions_90,negative,-36.438678318241706
CB,363239,Bilal Soufi,op_xgbuildup_90,negative,-30.61091679929451
CB,363239,Bilal Soufi,obv_pass_90,negative,-17.770137518014373
CB,407555,James Monday Ajako,obv_pass_90,positive,32.218201619535044
CB,407555,James Monday Ajako,obv_defensive_action_90,positive,22.485128957772567
CB,407555,James Monday Ajako,ball_recoveries_90,positive,22.36771871662919
CB,407555,James Monday Ajako,blocks_per_shot,negative,-20.3233385400244
CB,407555,James Monday Ajako,interceptions_90,negative,-14.7335304826806
CB,407555,James Monday Ajako,op_f3_passes_90,negative,-13.745899585536272
CB,409303,Faraji Karmoune,ball_recoveries_90,positive,41.38975784093072
CB,409303,Faraji Karmoune,obv_pass_90,positive,39.5435257427416
CB,409303,Faraji Karmoune,clearance_90,positive,26.005142456315333
CB,409303,Faraji Karmoune,aerial_ratio,negative,-58.61024215906928
CB,409303,Faraji Karmoune,blocks_per_shot,negative,-40.15494386601537
CB,409303,Faraji Karmoune,op_f3_passes_90,negative,-23.994857543684667
CB,419744,Driss El Jabali,clearance_90,positive,39.7425872087435
CB,419744,Driss El Jabali,interceptions_90,positive,18.020372479516425
CB,419744,Driss El Jabali,op_xgbuildup_90,positive,3.9779581850353978
CB,419744,Driss El Jabali,aerial_ratio,negative,-34.364182635042255
CB,419744,Driss El Jabali,obv_pass_90,negative,-17.118438051684606
CB,419744,Driss El Jabali,blocks_per_shot,negative,-10.86572851155558
CB,442093,Yassine Fatine,obv_defensive_action_90,positive,65.80181694312171
CB,442093,Yassine Fatine,blocks_per_shot,positive,11.876018841309786
CB,442093,Yassine Fatine,interceptions_90,positive,10.532002291505577
CB,442093,Yassine Fatine,aerial_ratio,negative,-34.1981830568783
CB,442093,Yassine Fatine,ball_recoveries_90,negative,-24.042850738359697
CB,442093,Yassine Fatine,op_xgbuildup_90,negative,-22.486197194825678
CB,477678,Cheick Keita,aerial_ratio,positive,42.485637412718916
CB,477678,Cheick Keita,clearance_90,positive,41.580741819398554
CB,477678,Cheick Keita,ball_recoveries_90,positive,29.528507844570072
CB,477678,Cheick Keita,op_f3_passes_90,negative,-39.188488949832205
CB,477678,Cheick Keita,obv_pass_90,negative,-34.84863107384695
CB,477678,Cheick Keita,op_xgbuildup_90,negative,-18.485302520540696
CB,523290,Achraf Zine,blocks_per_shot,positive,32.410956057440984
CB,523290,Achraf Zine,op_f3_passes_90,positive,23.159709484792685
CB,523290,Achraf Zine,interceptions_90,positive,15.11489089134298
CB,523290,Achraf Zine,obv_defensive_action_90,negative,-24.413533069112315
CB,523290,Achraf Zine,aerial_ratio,negative,-22.699481934687146
CB,523290,Achraf Zine,obv_pass_90,negative,-13.8279285135673
