provider_dataset,path,available,row_count
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020497/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020502/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020502/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020503/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020503/team_match_stats.json,True,2
player_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/bronze/bronze_raw_statsbomb_player_season_stats.jsonl,True,489
player_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/marts_v2/mart_statsbomb_player_season_stats_direct_v1.jsonl,True,489
player_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_season_stats/1229/318/player_season_stats.json,True,489
player_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_season_stats/1229/318/player_season_stats.json.meta.json,True,1
team_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/bronze/bronze_raw_statsbomb_team_season_stats.jsonl,True,16
team_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/marts_v2/mart_statsbomb_team_season_stats_direct_v1.jsonl,True,16
team_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_season_stats/1229/318/team_season_stats.json,True,16
team_season_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_season_stats/1229/318/team_season_stats.json.meta.json,True,1
