role,player_id,player_name,metric,contribution_type,contribution_delta,experiment_008_status
CF,522342,Younes El Bahraoui,op_xgchain_90,positive,16.166930783504917,not_recalculated_full_population_unavailable
CF,522342,Younes El Bahraoui,np_xg_90,positive,15.334969172575434,not_recalculated_full_population_unavailable
CF,522342,Younes El Bahraoui,goals_90,positive,11.109825765851092,not_recalculated_full_population_unavailable
CF,522342,Younes El Bahraoui,aerial_ratio,negative,-28.168456005876436,not_recalculated_full_population_unavailable
CF,522342,Younes El Bahraoui,aerial_wins_90,negative,-15.273307917450865,not_recalculated_full_population_unavailable
CF,522342,Younes El Bahraoui,op_passes_into_and_touches_inside_box_90,negative,-2.755899155686208,not_recalculated_full_population_unavailable
CF,524001,Nasreddine Moustaghfir,aerial_wins_90,positive,54.063071512335206,not_recalculated_full_population_unavailable
CF,524001,Nasreddine Moustaghfir,aerial_ratio,positive,24.794287181482368,not_recalculated_full_population_unavailable
CF,524001,Nasreddine Moustaghfir,goals_90,positive,-3.814671698213246,not_recalculated_full_population_unavailable
CF,524001,Nasreddine Moustaghfir,np_shots_90,negative,-30.563546269435637,not_recalculated_full_population_unavailable
CF,524001,Nasreddine Moustaghfir,op_xgchain_90,negative,-19.86800770202058,not_recalculated_full_population_unavailable
CF,524001,Nasreddine Moustaghfir,op_passes_into_and_touches_inside_box_90,negative,-19.57674980801545,not_recalculated_full_population_unavailable
CF,524392,Romuald Dacosta,aerial_wins_90,positive,18.8086268281002,not_recalculated_full_population_unavailable
CF,524392,Romuald Dacosta,goals_90,positive,16.838034851745185,not_recalculated_full_population_unavailable
CF,524392,Romuald Dacosta,np_xg_90,positive,9.07329787294774,not_recalculated_full_population_unavailable
CF,524392,Romuald Dacosta,op_passes_into_and_touches_inside_box_90,negative,-24.63620504941193,not_recalculated_full_population_unavailable
CF,524392,Romuald Dacosta,np_shots_90,negative,-16.996742647613285,not_recalculated_full_population_unavailable
CF,524392,Romuald Dacosta,aerial_ratio,negative,-2.0405009656054496,not_recalculated_full_population_unavailable
FB,81364,Euclides da Silva Cabral,box_cross_ratio,positive,41.6250718252137,not_recalculated_full_population_unavailable
FB,81364,Euclides da Silva Cabral,obv_dribble_carry_90,positive,15.737289189201285,not_recalculated_full_population_unavailable
FB,81364,Euclides da Silva Cabral,counterpressures_90,positive,2.693810928331714,not_recalculated_full_population_unavailable
FB,81364,Euclides da Silva Cabral,ball_recoveries_90,negative,-19.700784556206774,not_recalculated_full_population_unavailable
FB,81364,Euclides da Silva Cabral,op_f3_passes_90,negative,-19.045319506450895,not_recalculated_full_population_unavailable
FB,81364,Euclides da Silva Cabral,dribble_ratio,negative,-8.85919780366001,not_recalculated_full_population_unavailable
FB,135851,Augusto de Jesus Corte Real Carneiro,dribble_ratio,positive,38.32712066200181,not_recalculated_full_population_unavailable
FB,135851,Augusto de Jesus Corte Real Carneiro,obv_pass_90,positive,29.22593134174931,not_recalculated_full_population_unavailable
FB,135851,Augusto de Jesus Corte Real Carneiro,op_f3_passes_90,positive,25.32201445405521,not_recalculated_full_population_unavailable
FB,135851,Augusto de Jesus Corte Real Carneiro,counterpressures_90,negative,-44.24320293724912,not_recalculated_full_population_unavailable
FB,135851,Augusto de Jesus Corte Real Carneiro,key_passes_90,negative,-19.43085684609968,not_recalculated_full_population_unavailable
FB,135851,Augusto de Jesus Corte Real Carneiro,obv_dribble_carry_90,negative,-18.15624641550999,not_recalculated_full_population_unavailable
FB,138910,Jamal Ech-Chammakh,obv_pass_90,positive,21.500218313699374,not_recalculated_full_population_unavailable
FB,138910,Jamal Ech-Chammakh,obv_dribble_carry_90,positive,17.15239222674286,not_recalculated_full_population_unavailable
FB,138910,Jamal Ech-Chammakh,op_f3_passes_90,positive,8.456740052829815,not_recalculated_full_population_unavailable
FB,138910,Jamal Ech-Chammakh,dribble_ratio,negative,-32.53892502018632,not_recalculated_full_population_unavailable
FB,138910,Jamal Ech-Chammakh,box_cross_ratio,negative,-12.789559056242991,not_recalculated_full_population_unavailable
FB,138910,Jamal Ech-Chammakh,key_passes_90,negative,-8.290879525129569,not_recalculated_full_population_unavailable
FB,138927,Saad El Morsli,obv_dribble_carry_90,positive,32.1223942843762,not_recalculated_full_population_unavailable
FB,138927,Saad El Morsli,counterpressures_90,positive,32.1223942843762,not_recalculated_full_population_unavailable
FB,138927,Saad El Morsli,ball_recoveries_90,positive,32.1223942843762,not_recalculated_full_population_unavailable
FB,138927,Saad El Morsli,dribble_ratio,negative,-66.65522488841296,not_recalculated_full_population_unavailable
FB,138927,Saad El Morsli,box_cross_ratio,negative,-29.713189181559784,not_recalculated_full_population_unavailable
FB,138927,Saad El Morsli,obv_pass_90,negative,-10.8525249621076,not_recalculated_full_population_unavailable
FB,138945,Mohamed Boulacsout,op_f3_passes_90,positive,42.00687410236229,not_recalculated_full_population_unavailable
FB,138945,Mohamed Boulacsout,obv_dribble_carry_90,positive,37.65904801540577,not_recalculated_full_population_unavailable
FB,138945,Mohamed Boulacsout,key_passes_90,positive,17.822887182277782,not_recalculated_full_population_unavailable
FB,138945,Mohamed Boulacsout,ball_recoveries_90,negative,-40.60182154981162,not_recalculated_full_population_unavailable
FB,138945,Mohamed Boulacsout,dribble_ratio,negative,-40.60182154981162,not_recalculated_full_population_unavailable
FB,138945,Mohamed Boulacsout,counterpressures_90,negative,-23.21051720198553,not_recalculated_full_population_unavailable
FB,138949,Ayoub Boucheta,obv_pass_90,positive,33.26329698112111,not_recalculated_full_population_unavailable
FB,138949,Ayoub Boucheta,counterpressures_90,positive,31.27973065964964,not_recalculated_full_population_unavailable
FB,138949,Ayoub Boucheta,key_passes_90,positive,21.48444872125976,not_recalculated_full_population_unavailable
FB,138949,Ayoub Boucheta,ball_recoveries_90,negative,-45.0327389170073,not_recalculated_full_population_unavailable
FB,138949,Ayoub Boucheta,obv_dribble_carry_90,negative,-25.24200847078514,not_recalculated_full_population_unavailable
FB,138949,Ayoub Boucheta,dribble_ratio,negative,-12.350813477573126,not_recalculated_full_population_unavailable
FB,138956,Anas Bach,op_f3_passes_90,positive,36.28600419301842,not_recalculated_full_population_unavailable
FB,138956,Anas Bach,obv_dribble_carry_90,positive,14.546873758235796,not_recalculated_full_population_unavailable
FB,138956,Anas Bach,key_passes_90,positive,11.17038364810002,not_recalculated_full_population_unavailable
FB,138956,Anas Bach,counterpressures_90,negative,-50.67051754611202,not_recalculated_full_population_unavailable
FB,138956,Anas Bach,ball_recoveries_90,negative,-15.447935745605704,not_recalculated_full_population_unavailable
FB,138956,Anas Bach,obv_pass_90,negative,-6.887277567652966,not_recalculated_full_population_unavailable
FB,139560,Hamza El Moussaoui,op_f3_passes_90,positive,32.1681338438142,not_recalculated_full_population_unavailable
FB,139560,Hamza El Moussaoui,key_passes_90,positive,30.899376441942167,not_recalculated_full_population_unavailable
FB,139560,Hamza El Moussaoui,obv_pass_90,positive,27.05628763507478,not_recalculated_full_population_unavailable
FB,139560,Hamza El Moussaoui,counterpressures_90,negative,-37.39708354749014,not_recalculated_full_population_unavailable
FB,139560,Hamza El Moussaoui,ball_recoveries_90,negative,-27.25415119408698,not_recalculated_full_population_unavailable
FB,139560,Hamza El Moussaoui,box_cross_ratio,negative,-24.737646511918506,not_recalculated_full_population_unavailable
FB,140876,Mohamed Moufid,obv_dribble_carry_90,positive,20.29500560011553,not_recalculated_full_population_unavailable
FB,140876,Mohamed Moufid,ball_recoveries_90,positive,18.30117835710901,not_recalculated_full_population_unavailable
FB,140876,Mohamed Moufid,box_cross_ratio,positive,8.880828163420269,not_recalculated_full_population_unavailable
FB,140876,Mohamed Moufid,op_f3_passes_90,negative,-27.531081356406204,not_recalculated_full_population_unavailable
FB,140876,Mohamed Moufid,dribble_ratio,negative,-18.08643500295273,not_recalculated_full_population_unavailable
FB,140876,Mohamed Moufid,counterpressures_90,negative,-5.791950921623595,not_recalculated_full_population_unavailable
FB,142789,Oussama Soukhane,key_passes_90,positive,50.9756667026855,not_recalculated_full_population_unavailable
FB,142789,Oussama Soukhane,obv_pass_90,positive,40.04325683538548,not_recalculated_full_population_unavailable
FB,142789,Oussama Soukhane,box_cross_ratio,positive,31.20039047329331,not_recalculated_full_population_unavailable
FB,142789,Oussama Soukhane,ball_recoveries_90,negative,-46.03391571690552,not_recalculated_full_population_unavailable
FB,142789,Oussama Soukhane,obv_dribble_carry_90,negative,-27.28520286253189,not_recalculated_full_population_unavailable
FB,142789,Oussama Soukhane,dribble_ratio,negative,-24.764572315558784,not_recalculated_full_population_unavailable
FB,152015,Zakaria Kiani,key_passes_90,positive,11.37394036337271,not_recalculated_full_population_unavailable
FB,152015,Zakaria Kiani,obv_pass_90,positive,9.146323441529448,not_recalculated_full_population_unavailable
FB,152015,Zakaria Kiani,ball_recoveries_90,positive,6.400486910999646,not_recalculated_full_population_unavailable
FB,152015,Zakaria Kiani,dribble_ratio,negative,-21.22602466675565,not_recalculated_full_population_unavailable
FB,152015,Zakaria Kiani,obv_dribble_carry_90,negative,-7.587888908109441,not_recalculated_full_population_unavailable
FB,152015,Zakaria Kiani,box_cross_ratio,negative,-0.3223636726439665,not_recalculated_full_population_unavailable
FB,178342,Ettayb Boukhriss,obv_dribble_carry_90,positive,33.93267149880009,not_recalculated_full_population_unavailable
FB,178342,Ettayb Boukhriss,obv_pass_90,positive,18.822922252595475,not_recalculated_full_population_unavailable
FB,178342,Ettayb Boukhriss,op_f3_passes_90,positive,12.19354106401748,not_recalculated_full_population_unavailable
FB,178342,Ettayb Boukhriss,box_cross_ratio,negative,-27.45258389550261,not_recalculated_full_population_unavailable
FB,178342,Ettayb Boukhriss,ball_recoveries_90,negative,-19.182789496223755,not_recalculated_full_population_unavailable
FB,178342,Ettayb Boukhriss,key_passes_90,negative,-17.15455274803903,not_recalculated_full_population_unavailable
FB,261620,Nadir Lougmani,counterpressures_90,positive,31.6311442694534,not_recalculated_full_population_unavailable
FB,261620,Nadir Lougmani,obv_pass_90,positive,21.89286538628302,not_recalculated_full_population_unavailable
FB,261620,Nadir Lougmani,obv_dribble_carry_90,positive,14.239839921627322,not_recalculated_full_population_unavailable
FB,261620,Nadir Lougmani,op_f3_passes_90,negative,-24.890594860981373,not_recalculated_full_population_unavailable
FB,261620,Nadir Lougmani,dribble_ratio,negative,-23.47861293055802,not_recalculated_full_population_unavailable
FB,261620,Nadir Lougmani,box_cross_ratio,negative,-18.42063662414078,not_recalculated_full_population_unavailable
FB,313287,Redouane Ait Lemkadem,counterpressures_90,positive,49.563178053696376,not_recalculated_full_population_unavailable
FB,313287,Redouane Ait Lemkadem,key_passes_90,positive,19.18146625668173,not_recalculated_full_population_unavailable
FB,313287,Redouane Ait Lemkadem,dribble_ratio,positive,13.088645963129911,not_recalculated_full_population_unavailable
FB,313287,Redouane Ait Lemkadem,ball_recoveries_90,negative,-40.0925454664907,not_recalculated_full_population_unavailable
FB,313287,Redouane Ait Lemkadem,obv_dribble_carry_90,negative,-24.34986542456449,not_recalculated_full_population_unavailable
FB,313287,Redouane Ait Lemkadem,op_f3_passes_90,negative,-11.306387163694922,not_recalculated_full_population_unavailable
FB,314451,Houdaifa El Mahasni,dribble_ratio,positive,25.97367133960438,not_recalculated_full_population_unavailable
FB,314451,Houdaifa El Mahasni,ball_recoveries_90,positive,25.69102956427353,not_recalculated_full_population_unavailable
FB,314451,Houdaifa El Mahasni,obv_dribble_carry_90,positive,-3.496803569753567,not_recalculated_full_population_unavailable
FB,314451,Houdaifa El Mahasni,box_cross_ratio,negative,-16.266449594719365,not_recalculated_full_population_unavailable
FB,314451,Houdaifa El Mahasni,counterpressures_90,negative,-12.192455743666612,not_recalculated_full_population_unavailable
FB,314451,Houdaifa El Mahasni,key_passes_90,negative,-10.902351853067856,not_recalculated_full_population_unavailable
FB,337496,Haytam Manaout,obv_dribble_carry_90,positive,39.1499195750866,not_recalculated_full_population_unavailable
FB,337496,Haytam Manaout,op_f3_passes_90,positive,39.1499195750866,not_recalculated_full_population_unavailable
FB,337496,Haytam Manaout,dribble_ratio,positive,28.89244946045386,not_recalculated_full_population_unavailable
FB,337496,Haytam Manaout,box_cross_ratio,negative,-52.154428251000354,not_recalculated_full_population_unavailable
FB,337496,Haytam Manaout,obv_pass_90,negative,-52.154428251000354,not_recalculated_full_population_unavailable
FB,337496,Haytam Manaout,key_passes_90,negative,-26.110963759188724,not_recalculated_full_population_unavailable
FB,339278,Chemseddine Knaidil,box_cross_ratio,positive,43.405932840252255,not_recalculated_full_population_unavailable
FB,339278,Chemseddine Knaidil,counterpressures_90,positive,21.66680240546965,not_recalculated_full_population_unavailable
FB,339278,Chemseddine Knaidil,key_passes_90,positive,6.517230636298159,not_recalculated_full_population_unavailable
FB,339278,Chemseddine Knaidil,ball_recoveries_90,negative,-33.0985403050429,not_recalculated_full_population_unavailable
FB,339278,Chemseddine Knaidil,dribble_ratio,negative,-16.782021559245443,not_recalculated_full_population_unavailable
FB,339278,Chemseddine Knaidil,obv_pass_90,negative,-12.869095785192712,not_recalculated_full_population_unavailable
FB,406864,Hamza Malki,dribble_ratio,positive,66.08492942174847,not_recalculated_full_population_unavailable
FB,406864,Hamza Malki,obv_pass_90,positive,28.760633104629093,not_recalculated_full_population_unavailable
FB,406864,Hamza Malki,ball_recoveries_90,positive,4.088526536841329,not_recalculated_full_population_unavailable
FB,406864,Hamza Malki,key_passes_90,negative,-33.91507057825153,not_recalculated_full_population_unavailable
FB,406864,Hamza Malki,obv_dribble_carry_90,negative,-29.567244491295007,not_recalculated_full_population_unavailable
FB,406864,Hamza Malki,op_f3_passes_90,negative,-25.219418404338487,not_recalculated_full_population_unavailable
FB,442100,Marouane Ouhrou,key_passes_90,positive,30.505629137244867,not_recalculated_full_population_unavailable
FB,442100,Marouane Ouhrou,obv_dribble_carry_90,positive,20.144868011298698,not_recalculated_full_population_unavailable
FB,442100,Marouane Ouhrou,op_f3_passes_90,positive,15.797041924342182,not_recalculated_full_population_unavailable
FB,442100,Marouane Ouhrou,ball_recoveries_90,negative,-33.48530571286323,not_recalculated_full_population_unavailable
FB,442100,Marouane Ouhrou,dribble_ratio,negative,-32.88841288584954,not_recalculated_full_population_unavailable
FB,442100,Marouane Ouhrou,counterpressures_90,negative,-23.333392858266517,not_recalculated_full_population_unavailable
FB,442286,Oussama Daoui,box_cross_ratio,positive,40.75638857642798,not_recalculated_full_population_unavailable
FB,442286,Oussama Daoui,dribble_ratio,positive,17.637966675701733,not_recalculated_full_population_unavailable
FB,442286,Oussama Daoui,obv_pass_90,positive,13.222846436824746,not_recalculated_full_population_unavailable
FB,442286,Oussama Daoui,obv_dribble_carry_90,negative,-39.258266752845046,not_recalculated_full_population_unavailable
FB,442286,Oussama Daoui,op_f3_passes_90,negative,-34.91044066588853,not_recalculated_full_population_unavailable
FB,442286,Oussama Daoui,ball_recoveries_90,negative,-21.682612914236756,not_recalculated_full_population_unavailable
FB,522352,Hamza Fassoukh,counterpressures_90,positive,27.4231400188418,not_recalculated_full_population_unavailable
FB,522352,Hamza Fassoukh,ball_recoveries_90,positive,24.58597086591705,not_recalculated_full_population_unavailable
FB,522352,Hamza Fassoukh,dribble_ratio,positive,23.44980822999728,not_recalculated_full_population_unavailable
FB,522352,Hamza Fassoukh,box_cross_ratio,negative,-32.48058775120924,not_recalculated_full_population_unavailable
FB,522352,Hamza Fassoukh,obv_dribble_carry_90,negative,-29.098599111592986,not_recalculated_full_population_unavailable
FB,522352,Hamza Fassoukh,op_f3_passes_90,negative,-7.359468676810373,not_recalculated_full_population_unavailable
FB,523293,Nassim Azzoubairi,counterpressures_90,positive,36.62562362555441,not_recalculated_full_population_unavailable
FB,523293,Nassim Azzoubairi,box_cross_ratio,positive,13.42764361651733,not_recalculated_full_population_unavailable
FB,523293,Nassim Azzoubairi,ball_recoveries_90,positive,11.24740606211651,not_recalculated_full_population_unavailable
FB,523293,Nassim Azzoubairi,dribble_ratio,negative,-46.53970252813322,not_recalculated_full_population_unavailable
FB,523293,Nassim Azzoubairi,obv_dribble_carry_90,negative,-19.896115504880378,not_recalculated_full_population_unavailable
FB,523293,Nassim Azzoubairi,key_passes_90,negative,-4.060635460144511,not_recalculated_full_population_unavailable
FB,523318,Younes El Khafi,ball_recoveries_90,positive,23.997095352138253,not_recalculated_full_population_unavailable
FB,523318,Younes El Khafi,dribble_ratio,positive,19.82330292859317,not_recalculated_full_population_unavailable
FB,523318,Younes El Khafi,box_cross_ratio,positive,6.983144461283466,not_recalculated_full_population_unavailable
FB,523318,Younes El Khafi,op_f3_passes_90,negative,-28.543449745985093,not_recalculated_full_population_unavailable
FB,523318,Younes El Khafi,counterpressures_90,negative,-19.847797572072054,not_recalculated_full_population_unavailable
FB,523318,Younes El Khafi,key_passes_90,negative,-3.103281880673673,not_recalculated_full_population_unavailable
GK,36951,Babacar Niasse,average_x_defensive_action,positive,18.969335701959796,not_recalculated_full_population_unavailable
GK,36951,Babacar Niasse,p_pass_length,positive,10.63600236862645,not_recalculated_full_population_unavailable
GK,36951,Babacar Niasse,obv_pass_90,positive,2.3026690352931283,not_recalculated_full_population_unavailable
GK,36951,Babacar Niasse,goals_faced_90,negative,-22.697330964706865,not_recalculated_full_population_unavailable
GK,36951,Babacar Niasse,pass_length,negative,-9.210676141172534,not_recalculated_full_population_unavailable
GK,36951,Babacar Niasse,obv_pass_90,negative,2.3026690352931283,not_recalculated_full_population_unavailable
GK,138841,Salaheddine Chihab,goals_faced_90,positive,39.98293366583205,not_recalculated_full_population_unavailable
GK,138841,Salaheddine Chihab,pass_length,positive,-1.59840132999485,not_recalculated_full_population_unavailable
GK,138841,Salaheddine Chihab,p_pass_length,positive,-1.6837330008346214,not_recalculated_full_population_unavailable
GK,138841,Salaheddine Chihab,obv_pass_90,negative,-18.35039966750129,not_recalculated_full_population_unavailable
GK,138841,Salaheddine Chihab,average_x_defensive_action,negative,-18.35039966750129,not_recalculated_full_population_unavailable
GK,138841,Salaheddine Chihab,p_pass_length,negative,-1.6837330008346214,not_recalculated_full_population_unavailable
GK,138950,Mehdi Harrar,goals_faced_90,positive,49.772253496027545,not_recalculated_full_population_unavailable
GK,138950,Mehdi Harrar,average_x_defensive_action,positive,24.77225349602752,not_recalculated_full_population_unavailable
GK,138950,Mehdi Harrar,obv_pass_90,positive,-0.2277465039724688,not_recalculated_full_population_unavailable
GK,138950,Mehdi Harrar,pass_length,negative,-40.75568065077679,not_recalculated_full_population_unavailable
GK,138950,Mehdi Harrar,p_pass_length,negative,-33.56107983730581,not_recalculated_full_population_unavailable
GK,138950,Mehdi Harrar,obv_pass_90,negative,-0.2277465039724688,not_recalculated_full_population_unavailable
GK,138972,Mahdi Benabid,obv_pass_90,positive,20.88833965849399,not_recalculated_full_population_unavailable
GK,138972,Mahdi Benabid,goals_faced_90,positive,12.555006325160662,not_recalculated_full_population_unavailable
GK,138972,Mahdi Benabid,p_pass_length,positive,4.221672991827326,not_recalculated_full_population_unavailable
GK,138972,Mahdi Benabid,average_x_defensive_action,negative,-20.77832700817268,not_recalculated_full_population_unavailable
GK,138972,Mahdi Benabid,pass_length,negative,-16.886691967309318,not_recalculated_full_population_unavailable
GK,138972,Mahdi Benabid,p_pass_length,negative,4.221672991827326,not_recalculated_full_population_unavailable
GK,139011,Ahmed Reda Tagnaouti,goals_faced_90,positive,53.333333333333336,not_recalculated_full_population_unavailable
GK,139011,Ahmed Reda Tagnaouti,p_pass_length,positive,19.999999999999996,not_recalculated_full_population_unavailable
GK,139011,Ahmed Reda Tagnaouti,obv_pass_90,positive,-21.666666666666675,not_recalculated_full_population_unavailable
GK,139011,Ahmed Reda Tagnaouti,pass_length,negative,-30.000000000000007,not_recalculated_full_population_unavailable
GK,139011,Ahmed Reda Tagnaouti,obv_pass_90,negative,-21.666666666666675,not_recalculated_full_population_unavailable
GK,139011,Ahmed Reda Tagnaouti,average_x_defensive_action,negative,-21.666666666666675,not_recalculated_full_population_unavailable
GK,139555,Aymane Majid,average_x_defensive_action,positive,40.062699474219286,not_recalculated_full_population_unavailable
GK,139555,Aymane Majid,goals_faced_90,positive,-1.603967192447385,not_recalculated_full_population_unavailable
GK,139555,Aymane Majid,obv_pass_90,positive,-9.937300525780714,not_recalculated_full_population_unavailable
GK,139555,Aymane Majid,p_pass_length,negative,-18.27063385911404,not_recalculated_full_population_unavailable
GK,139555,Aymane Majid,pass_length,negative,-10.250797896877152,not_recalculated_full_population_unavailable
GK,139555,Aymane Majid,obv_pass_90,negative,-9.937300525780714,not_recalculated_full_population_unavailable
GK,139572,Amine El Ouaad,average_x_defensive_action,positive,29.98157262293583,not_recalculated_full_population_unavailable
GK,139572,Amine El Ouaad,p_pass_length,positive,13.314905956269172,not_recalculated_full_population_unavailable
GK,139572,Amine El Ouaad,pass_length,positive,-3.2596238250766447,not_recalculated_full_population_unavailable
GK,139572,Amine El Ouaad,obv_pass_90,negative,-28.3517607103975,not_recalculated_full_population_unavailable
GK,139572,Amine El Ouaad,goals_faced_90,negative,-11.685094043730828,not_recalculated_full_population_unavailable
GK,139572,Amine El Ouaad,pass_length,negative,-3.2596238250766447,not_recalculated_full_population_unavailable
GK,317852,Abderahmane El Houasli,obv_pass_90,positive,40.20269008155599,not_recalculated_full_population_unavailable
GK,317852,Abderahmane El Houasli,pass_length,positive,39.18923967377612,not_recalculated_full_population_unavailable
GK,317852,Abderahmane El Houasli,p_pass_length,positive,-18.13064325177736,not_recalculated_full_population_unavailable
GK,317852,Abderahmane El Houasli,goals_faced_90,negative,-43.13064325177736,not_recalculated_full_population_unavailable
GK,317852,Abderahmane El Houasli,p_pass_length,negative,-18.13064325177736,not_recalculated_full_population_unavailable
GK,317852,Abderahmane El Houasli,average_x_defensive_action,negative,-18.13064325177736,not_recalculated_full_population_unavailable
GK,362445,Badreddine Abyir,obv_pass_90,positive,21.55577311936598,not_recalculated_full_population_unavailable
GK,362445,Badreddine Abyir,average_x_defensive_action,positive,13.222439786032666,not_recalculated_full_population_unavailable
GK,362445,Badreddine Abyir,p_pass_length,positive,13.222439786032666,not_recalculated_full_population_unavailable
GK,362445,Badreddine Abyir,goals_faced_90,negative,-53.44422688063402,not_recalculated_full_population_unavailable
GK,362445,Badreddine Abyir,pass_length,negative,5.443574189202721,not_recalculated_full_population_unavailable
GK,362445,Badreddine Abyir,p_pass_length,negative,13.222439786032666,not_recalculated_full_population_unavailable
GK,477675,Mohamed Idar,p_pass_length,positive,33.87769511625807,not_recalculated_full_population_unavailable
GK,477675,Mohamed Idar,pass_length,positive,14.48921953496766,not_recalculated_full_population_unavailable
GK,477675,Mohamed Idar,obv_pass_90,positive,8.877695116258067,not_recalculated_full_population_unavailable
GK,477675,Mohamed Idar,goals_faced_90,negative,-49.45563821707525,not_recalculated_full_population_unavailable
GK,477675,Mohamed Idar,average_x_defensive_action,negative,-7.78897155040859,not_recalculated_full_population_unavailable
GK,477675,Mohamed Idar,obv_pass_90,negative,8.877695116258067,not_recalculated_full_population_unavailable
GK,522350,Mohamed Jemjami,obv_pass_90,positive,23.333333333333343,not_recalculated_full_population_unavailable
GK,522350,Mohamed Jemjami,p_pass_length,positive,23.333333333333343,not_recalculated_full_population_unavailable
GK,522350,Mohamed Jemjami,pass_length,positive,23.333333333333343,not_recalculated_full_population_unavailable
GK,522350,Mohamed Jemjami,goals_faced_90,negative,-35.0,not_recalculated_full_population_unavailable
GK,522350,Mohamed Jemjami,average_x_defensive_action,negative,-34.999999999999986,not_recalculated_full_population_unavailable
GK,522350,Mohamed Jemjami,pass_length,negative,23.333333333333343,not_recalculated_full_population_unavailable
GK,523287,Ismail Sayad,average_x_defensive_action,positive,25.55134788031095,not_recalculated_full_population_unavailable
GK,523287,Ismail Sayad,pass_length,positive,6.127941812089517,not_recalculated_full_population_unavailable
GK,523287,Ismail Sayad,goals_faced_90,positive,-7.781985453022386,not_recalculated_full_population_unavailable
GK,523287,Ismail Sayad,p_pass_length,negative,-16.115318786355722,not_recalculated_full_population_unavailable
GK,523287,Ismail Sayad,goals_faced_90,negative,-7.781985453022386,not_recalculated_full_population_unavailable
GK,523287,Ismail Sayad,obv_pass_90,negative,-7.781985453022386,not_recalculated_full_population_unavailable
MID,7183,Moctar Sidi El Hacen El Ide,obv_dribble_carry_90,positive,36.92538904461525,not_recalculated_full_population_unavailable
MID,7183,Moctar Sidi El Hacen El Ide,through_balls_90,positive,28.35396047318666,not_recalculated_full_population_unavailable
MID,7183,Moctar Sidi El Hacen El Ide,ball_recoveries_90,positive,22.36071909259463,not_recalculated_full_population_unavailable
MID,7183,Moctar Sidi El Hacen El Ide,op_f3_passes_90,negative,-31.64603952681333,not_recalculated_full_population_unavailable
MID,7183,Moctar Sidi El Hacen El Ide,obv_pass_90,negative,-25.931753812527617,not_recalculated_full_population_unavailable
