statsbomb_player_id,role_family,role_minutes,role_minute_share
358748,WINGER,79.433334,1.0
30976,UNKNOWN,0.0,0.0
442155,UNKNOWN,0.0,0.0
477584,UNKNOWN,0.0,0.0
449373,WINGER,112.46667,1.0
386460,UNKNOWN,0.0,0.0
462374,UNKNOWN,0.0,0.0
524394,UNKNOWN,0.0,0.0
399493,UNKNOWN,0.0,0.0
451595,UNKNOWN,0.0,0.0
426514,UNKNOWN,0.0,0.0
424979,MID,78.51667,1.0
443951,MID,88.7,1.0
52129,UNKNOWN,0.0,0.0
444003,UNKNOWN,0.0,0.0
524003,MID,70.01667,1.0
523338,WINGER,46.083332000000006,1.0
522342,MID,0.43003112639465324,0.0035781260589625606
522342,CF,119.75330487360534,0.9964218739410374
475296,UNKNOWN,0.0,0.0
148397,UNKNOWN,0.0,0.0
426515,UNKNOWN,0.0,0.0
449471,MID,26.25,1.0
399197,UNKNOWN,0.0,0.0
386309,UNKNOWN,0.0,0.0
425583,WINGER,0.0,0.0
453613,CF,92.63333000000002,1.0
477555,WINGER,18.8,1.0
522357,CB,206.68333,1.0
416299,CF,12.566667,1.0
463014,UNKNOWN,0.0,0.0
416303,MID,91.53273333333334,0.8721556296649199
416303,WINGER,13.417266666666663,0.12784437033508017
416307,UNKNOWN,0.0,0.0
393385,UNKNOWN,0.0,0.0
393385,CF,9.483334,1.0
522339,WINGER,9.127278259297494,0.2178348033245225
522339,FB,13.422721740702507,0.3203513541933772
522339,CF,19.35,0.4618138424821002
475118,UNKNOWN,0.0,0.0
522709,UNKNOWN,0.0,0.0
523999,MID,39.283333,1.0
