player_id,player_name,team_name,role,dimension,score,unadjusted_score,percentile,confidence,confidence_value,metrics_used,missing_metric_count,quality_flags,research_only,production_ready
139572,Amine El Ouaad,Ittihad Tanger,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
477675,Mohamed Idar,Olympique Dcheïra,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
522350,Mohamed Jemjami,KAC Marrakech,GK,defensive_actions,7.03125,12.5,83.333333,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
523287,Ismail Sayad,US Yacoub El Mansour,GK,defensive_actions,0.0,0.0,41.666667,low_research_only,0.5625,blocks;clearances,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
6909,Damián Emiliano Martínez,Argentina,GK,shot_facing_context,28.125,50.0,52.777778,low_research_only,0.5625,shots;xg,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,shot_facing_context,28.125,50.0,52.777778,low_research_only,0.5625,shots;xg,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,shot_facing_context,28.125,50.0,52.777778,low_research_only,0.5625,shots;xg,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
